0.467958,1.409224,0.363567
0.451646,1.398201,0.349368
0.494166,1.467239,0.266059
0.489417,1.347485,0.282694
0.450075,1.328194,0.342345
0.460970,1.323660,0.353669
0.463074,1.328731,0.340908
0.447415,1.332565,0.319778
0.459235,1.329803,0.329034
0.481042,1.324351,0.330759
0.449994,1.327040,0.353215
0.482745,1.317610,0.346569
0.500805,1.319946,0.317617
0.477855,1.330492,0.318537
0.489019,1.421652,0.378355
0.505383,1.427738,0.350467
0.495414,1.421045,0.356412
0.499443,1.432196,0.378482
0.487063,1.483375,0.299799
0.494474,1.493317,0.295980
0.483615,1.478868,0.304852
0.489739,1.466356,0.304891
0.485661,1.493488,0.317044
0.505582,1.425098,0.337554
0.487729,1.412151,0.328504
0.453997,1.400159,0.375856
0.497390,1.477808,0.181843
0.496607,1.483358,0.178917
0.510219,1.495593,0.164697
0.496316,1.487344,0.182907
0.467277,1.343085,0.294794
0.477636,1.344071,0.285039
0.440904,1.389831,0.363582
0.483552,1.314011,0.357084
0.501629,1.309389,0.351973
0.494404,1.426055,0.381264
0.495659,1.424583,0.397719
0.494575,1.419725,0.404287
0.497979,1.431392,0.395636
0.494036,1.444092,0.401714
0.480461,1.415169,0.394048
0.428903,1.368648,0.308462
0.487361,1.465837,0.426546
0.502728,1.437470,0.416688
0.480437,1.457914,0.404890
0.498423,1.449071,0.423578
0.485913,1.488077,0.339677
0.481498,1.477125,0.349990
0.479760,1.480173,0.319740
0.482572,1.475317,0.340512
0.485064,1.487214,0.353041
0.496402,1.437870,0.387159
0.487798,1.448197,0.396564
0.478266,1.469217,0.416736
0.483327,1.334589,0.291739
0.477215,1.344891,0.311505
0.468957,1.336727,0.311676
0.470077,1.479496,0.377632
0.474747,1.475821,0.398482
0.474734,1.469574,0.391049
0.478076,1.486591,0.405937
0.473832,1.493697,0.393275
0.490298,1.479570,0.263131
0.492919,1.490066,0.277581
0.490855,1.488210,0.254249
0.489229,1.478104,0.285096
0.496899,1.470705,0.210728
0.494017,1.471492,0.243445
0.508538,1.455831,0.247276
0.436525,1.372191,0.266706
0.508149,1.460302,0.222703
0.495401,1.329264,0.297553
0.501323,1.334461,0.290959
0.477323,1.332793,0.308180
0.493604,1.326187,0.307956
0.478742,1.336184,0.300835
0.421733,1.366331,0.323362
0.427779,1.374180,0.342807
0.426019,1.370767,0.331564
0.481770,1.406015,0.276458
0.495229,1.409829,0.265487
0.437421,1.384539,0.334671
0.444984,1.387557,0.324382
0.431152,1.380355,0.352153
0.467734,1.408536,0.381736
0.468980,1.406986,0.389096
0.432674,1.375882,0.317596
0.440208,1.377504,0.288843
0.490259,1.481360,0.430650
0.492501,1.491432,0.431519
0.479895,1.403043,0.264829
0.477365,1.486282,0.366050
0.440394,1.380860,0.308761
0.464473,1.400039,0.329445
0.457562,1.394655,0.305229
0.444114,1.383644,0.294220
0.469503,1.319614,0.359441
0.480023,1.308516,0.361448
0.468936,1.387497,0.246559
0.500257,1.440364,0.373798
0.492715,1.453013,0.371462
0.495192,1.453925,0.357675
0.474891,1.468215,0.373127
0.488976,1.493377,0.230453
0.490674,1.476279,0.247213
0.486563,1.484706,0.233661
0.480651,1.410288,0.341354
0.503216,1.424414,0.416302
0.485597,1.494830,0.420662
0.484262,1.467534,0.345516
0.496611,1.455636,0.330744
0.504206,1.442248,0.330499
0.481181,1.470708,0.321996
0.452715,1.379396,0.248651
0.469713,1.394796,0.260910
0.457468,1.391809,0.275290
0.470840,1.401359,0.293000
0.491189,1.411675,0.289809
0.481721,1.392407,0.248447
0.491303,1.399143,0.253252
0.495361,1.305818,0.360354
0.495322,1.463841,0.283478
0.503483,1.453099,0.311656
0.448026,1.329830,0.327385
0.437491,1.329532,0.326840
0.503708,1.468253,0.191437
0.491980,1.482009,0.193984
0.486224,1.483431,0.217378
